
"id_pos","x","y","distancia","correct_x","correct_y","ap1","ap2","ap3"
"2","36","3","12.3437","9","0","-74","-59","-64"
"3","0","0","4.24932","9","0","-75","-47","-64"
"3","0","3","13.3753","9","0","-75","-56","-70"
"3","0","6","12.6586","9","0","-75","-55","-70"
"3","0","9","17.535","9","0","-67","-61","-62"
"3","0","12","14.3178","9","0","-73","-41","-73"
"3","0","15","21.1187","9","0","-67","-65","-62"
"3","0","18","19.4165","9","0","-71","-65","-59"
"3","3","0","11.7245","9","0","-72","-52","-52"
"3","3","3","18.9597","9","0","-72","-63","-52"
"3","3","6","15.7012","9","0","-72","-58","-52"
"3","3","9","24.6864","9","0","-72","-69","-52"
"3","3","12","21.4507","9","0","-72","-66","-52"
"3","3","15","18.231","9","0","-71","-64","-59"
"3","3","18","23.1733","9","0","-71","-69","-59"
"3","6","0","13.0544","9","0","-83","-48","-73"
"3","6","3","16.4012","9","0","-83","-57","-73"
"3","9","0","13.2519","9","0","-83","-50","-73"
"3","9","3","16.0872","9","0","-83","-56","-73"
"3","12","0","13.0022","9","0","-83","-47","-73"
"3","12","3","13.3001","9","0","-83","-44","-73"
"3","15","0","17.4039","9","0","-83","-35","-73"
"3","15","3","16.4317","9","0","-71","-42","-75"
"3","18","0","11.6082","9","0","-74","-37","-64"
"3","18","3","12.2567","9","0","-74","-36","-64"
"3","21","0","5.31736","9","0","-74","-45","-64"
"3","21","3","5.38516","9","0","-74","-45","-64"
"3","24","0","5.0651","9","0","-74","-46","-64"
"3","24","3","5.16266","9","0","-74","-46","-64"
"3","27","0","6.40312","9","0","-74","-43","-64"
"3","27","3","5.05076","9","0","-74","-46","-64"
"3","30","0","9.03369","9","0","-74","-55","-64"
"3","30","3","5.02736","9","0","-74","-46","-64"
"3","33","0","5.21336","9","0","-74","-46","-64"
"3","33","3","13.9284","9","0","-74","-60","-64"
"3","36","0","23.5687","9","0","-65","-55","-79"
"3","36","3","13.2642","9","0","-74","-59","-64"
"4","0","0","4.24932","9","0","-75","-47","-64"
"4","0","3","13.3753","9","0","-75","-56","-70"
"4","0","6","12.6586","9","0","-75","-55","-70"
"4","0","9","17.535","9","0","-67","-61","-62"
"4","0","12","14.3178","9","0","-73","-41","-73"
"4","0","15","21.1187","9","0","-67","-65","-62"
"4","0","18","19.4165","9","0","-71","-65","-59"
"4","3","0","11.7245","9","0","-72","-52","-52"
"4","3","3","18.9597","9","0","-72","-63","-52"
"4","3","6","15.7012","9","0","-72","-58","-52"
"4","3","9","24.6864","9","0","-72","-69","-52"
"4","3","12","21.4507","9","0","-72","-66","-52"
"4","3","15","18.231","9","0","-71","-64","-59"
"4","3","18","23.1733","9","0","-71","-69","-59"
"4","6","0","13.0544","9","0","-83","-48","-73"
"4","6","3","16.4012","9","0","-83","-57","-73"
"4","9","0","13.2519","9","0","-83","-50","-73"
"4","9","3","16.0872","9","0","-83","-56","-73"
"4","12","0","13.0022","9","0","-83","-47","-73"
"4","12","3","13.3001","9","0","-83","-44","-73"
"4","15","0","17.4039","9","0","-83","-35","-73"
"4","15","3","16.4317","9","0","-71","-42","-75"
"4","18","0","11.6082","9","0","-74","-37","-64"
"4","18","3","12.2567","9","0","-74","-36","-64"
"4","21","0","5.31736","9","0","-74","-45","-64"
"4","21","3","5.38516","9","0","-74","-45","-64"
"4","24","0","5.0651","9","0","-74","-46","-64"
"4","24","3","5.16266","9","0","-74","-46","-64"
"4","27","0","6.40312","9","0","-74","-43","-64"
"4","27","3","5.05076","9","0","-74","-46","-64"
"4","30","0","9.03369","9","0","-74","-55","-64"
"4","30","3","5.02736","9","0","-74","-46","-64"
"4","33","0","5.21336","9","0","-74","-46","-64"
"4","33","3","13.9284","9","0","-74","-60","-64"
"4","36","0","23.5687","9","0","-65","-55","-79"
"4","36","3","13.2642","9","0","-74","-59","-64"
"5","0","0","4.59394","9","0","-75","-47","-64"
"5","0","3","12.0492","9","0","-75","-56","-70"
"5","0","6","11.4332","9","0","-75","-55","-70"
"5","0","9","16.0313","9","0","-67","-61","-62"
"5","0","12","15.2643","9","0","-73","-41","-73"
"5","0","15","19.4422","9","0","-67","-65","-62"
"5","0","18","17.5784","9","0","-71","-65","-59"
"5","3","0","11.1072","9","0","-72","-52","-52"
"5","3","3","17.3546","9","0","-72","-63","-52"
"5","3","6","14.3179","9","0","-72","-58","-52"
"5","3","9","22.9054","9","0","-72","-69","-52"
"5","3","12","19.7493","9","0","-72","-66","-52"
"5","3","15","16.4168","9","0","-71","-64","-59"
"5","3","18","21.2838","9","0","-71","-69","-59"
"5","6","0","13.0252","9","0","-83","-48","-73"
"5","6","3","15.2643","9","0","-83","-57","-73"
"5","9","0","13.0126","9","0","-83","-50","-73"
"5","9","3","14.9965","9","0","-83","-56","-73"
"5","12","0","13.1189","9","0","-83","-47","-73"
"5","12","3","13.8611","9","0","-83","-44","-73"
"5","15","0","18.7932","9","0","-83","-35","-73"
"5","15","3","17.1464","9","0","-71","-42","-75"
"5","18","0","13.4408","9","0","-74","-37","-64"
"5","18","3","14.1064","9","0","-74","-36","-64"
"5","21","0","6.28588","9","0","-74","-45","-64"
"5","21","3","6.40312","9","0","-74","-45","-64"
"5","24","0","5.73527","9","0","-74","-46","-64"
"5","24","3","5.98296","9","0","-74","-46","-64"
"5","27","0","7.81025","9","0","-74","-43","-64"
"5","27","3","5.68924","9","0","-74","-46","-64"
"5","30","0","7.45066","9","0","-74","-55","-64"
"5","30","3","5.60085","9","0","-74","-46","-64"
"5","33","0","6.08966","9","0","-74","-46","-64"
"5","33","3","12.083","9","0","-74","-60","-64"
"5","36","0","22.9753","9","0","-65","-55","-79"
"5","36","3","11.4366","9","0","-74","-59","-64"
"6","0","0","4.59394","9","0","-75","-47","-64"
"6","0","3","12.0492","9","0","-75","-56","-70"
"6","0","6","11.4332","9","0","-75","-55","-70"
"6","0","9","16.0313","9","0","-67","-61","-62"
"6","0","12","15.2643","9","0","-73","-41","-73"
"6","0","15","19.4422","9","0","-67","-65","-62"
"6","0","18","17.5784","9","0","-71","-65","-59"
"6","3","0","11.1072","9","0","-72","-52","-52"
"6","3","3","17.3546","9","0","-72","-63","-52"
"6","3","6","14.3179","9","0","-72","-58","-52"
"6","3","9","22.9054","9","0","-72","-69","-52"
"6","3","12","19.7493","9","0","-72","-66","-52"
"6","3","15","16.4168","9","0","-71","-64","-59"
"6","3","18","21.2838","9","0","-71","-69","-59"
"6","6","0","13.0252","9","0","-83","-48","-73"
"6","6","3","15.2643","9","0","-83","-57","-73"
"6","9","0","13.0126","9","0","-83","-50","-73"
"6","9","3","14.9965","9","0","-83","-56","-73"
"6","12","0","13.1189","9","0","-83","-47","-73"
"6","12","3","13.8611","9","0","-83","-44","-73"
"6","15","0","18.7932","9","0","-83","-35","-73"
"6","15","3","17.1464","9","0","-71","-42","-75"
"6","18","0","13.4408","9","0","-74","-37","-64"
"6","18","3","14.1064","9","0","-74","-36","-64"
"6","21","0","6.28588","9","0","-74","-45","-64"
"6","21","3","6.40312","9","0","-74","-45","-64"
"6","24","0","5.73527","9","0","-74","-46","-64"
"6","24","3","5.98296","9","0","-74","-46","-64"
"6","27","0","7.81025","9","0","-74","-43","-64"
"6","27","3","5.68924","9","0","-74","-46","-64"
"6","30","0","7.45066","9","0","-74","-55","-64"
"6","30","3","5.60085","9","0","-74","-46","-64"
"6","33","0","6.08966","9","0","-74","-46","-64"
"6","33","3","12.083","9","0","-74","-60","-64"
"6","36","0","22.9753","9","0","-65","-55","-79"
"6","36","3","11.4366","9","0","-74","-59","-64"
"7","0","0","4.59394","0","0","-75","-47","-64"
"7","0","3","12.0492","0","0","-75","-56","-70"
"7","0","6","11.4332","0","0","-75","-55","-70"
"7","0","9","16.0313","0","0","-67","-61","-62"
"7","0","12","15.2643","0","0","-73","-41","-73"
"7","0","15","19.4422","0","0","-67","-65","-62"
"7","0","18","17.5784","0","0","-71","-65","-59"
"7","3","0","11.1072","0","0","-72","-52","-52"
"7","3","3","17.3546","0","0","-72","-63","-52"
"7","3","6","14.3179","0","0","-72","-58","-52"
"7","3","9","22.9054","0","0","-72","-69","-52"
"7","3","12","19.7493","0","0","-72","-66","-52"
"7","3","15","16.4168","0","0","-71","-64","-59"
"7","3","18","21.2838","0","0","-71","-69","-59"
"7","6","0","13.0252","0","0","-83","-48","-73"
"7","6","3","15.2643","0","0","-83","-57","-73"
"7","9","0","13.0126","0","0","-83","-50","-73"
"7","9","3","14.9965","0","0","-83","-56","-73"
"7","12","0","13.1189","0","0","-83","-47","-73"
"7","12","3","13.8611","0","0","-83","-44","-73"
"7","15","0","18.7932","0","0","-83","-35","-73"
"7","15","3","17.1464","0","0","-71","-42","-75"
"7","18","0","13.4408","0","0","-74","-37","-64"
"7","18","3","14.1064","0","0","-74","-36","-64"
"7","21","0","6.28588","0","0","-74","-45","-64"
"7","21","3","6.40312","0","0","-74","-45","-64"
"7","24","0","5.73527","0","0","-74","-46","-64"
"7","24","3","5.98296","0","0","-74","-46","-64"
"7","27","0","7.81025","0","0","-74","-43","-64"
"7","27","3","5.68924","0","0","-74","-46","-64"
"7","30","0","7.45066","0","0","-74","-55","-64"
"7","30","3","5.60085","0","0","-74","-46","-64"
"7","33","0","6.08966","0","0","-74","-46","-64"
"7","33","3","12.083","0","0","-74","-60","-64"
"7","36","0","22.9753","0","0","-65","-55","-79"
"7","36","3","11.4366","0","0","-74","-59","-64"
"8","0","0","6.37775","0","0","-75","-47","-64"
"8","0","3","10.4696","0","0","-75","-56","-70"
"8","0","6","10.0713","0","0","-75","-55","-70"
"8","0","9","14.0103","0","0","-67","-61","-62"
"8","0","12","17.0294","0","0","-73","-41","-73"
"8","0","15","17.0587","0","0","-67","-65","-62"
"8","0","18","14.8997","0","0","-71","-65","-59"
"8","3","0","10.8271","0","0","-72","-52","-52"
"8","3","3","15.1246","0","0","-72","-63","-52"
"8","3","6","12.5585","0","0","-72","-58","-52"
"8","3","9","20.3104","0","0","-72","-69","-52"
"8","3","12","17.3174","0","0","-72","-66","-52"
"8","3","15","13.7922","0","0","-71","-64","-59"
"8","3","18","18.4932","0","0","-71","-69","-59"
"8","6","0","13.5467","0","0","-83","-48","-73"
"8","6","3","13.9284","0","0","-83","-57","-73"
"8","9","0","13.2249","0","0","-83","-50","-73"
"8","9","3","13.749","0","0","-83","-56","-73"
"8","12","0","13.8447","0","0","-83","-47","-73"
"8","12","3","15.1654","0","0","-83","-44","-73"
"8","15","0","21.0621","0","0","-83","-35","-73"
"8","15","3","18.5742","0","0","-71","-42","-75"
"8","18","0","16.2638","0","0","-74","-37","-64"
"8","18","3","16.945","0","0","-74","-36","-64"
"8","21","0","8.44803","0","0","-74","-45","-64"
"8","21","3","8.60233","0","0","-74","-45","-64"
"8","24","0","7.66487","0","0","-74","-46","-64"
"8","24","3","8.03181","0","0","-74","-46","-64"
"8","27","0","10.2956","0","0","-74","-43","-64"
"8","27","3","7.59297","0","0","-74","-46","-64"
"8","30","0","5.60085","0","0","-74","-55","-64"
"8","30","3","7.45066","0","0","-74","-46","-64"
"8","33","0","8.18176","0","0","-74","-46","-64"
"8","33","3","9.43398","0","0","-74","-60","-64"
"8","36","0","22.3928","0","0","-65","-55","-79"
"8","36","3","8.83637","0","0","-74","-59","-64"
"9","0","0","8.19463","0","0","-75","-47","-64"
"9","0","3","5.87109","0","0","-75","-56","-70"
"9","0","6","4.91865","0","0","-75","-55","-70"
"9","0","9","16.5386","0","0","-67","-61","-62"
"9","0","12","10.9545","0","0","-73","-41","-73"
"9","0","15","19.4165","0","0","-67","-65","-62"
"9","0","18","19.3907","0","0","-71","-65","-59"
"9","3","0","19.6539","0","0","-72","-52","-52"
"9","3","3","22.8013","0","0","-72","-63","-52"
"9","3","6","20.9876","0","0","-72","-58","-52"
"9","3","9","26.7749","0","0","-72","-69","-52"
"9","3","12","24.4324","0","0","-72","-66","-52"
"9","3","15","18.4839","0","0","-71","-64","-59"
"9","3","18","22.4499","0","0","-71","-69","-59"
"9","6","0","6.9205","0","0","-83","-48","-73"
"9","6","3","8.7178","0","0","-83","-57","-73"
"9","9","0","6.4839","0","0","-83","-50","-73"
"9","9","3","8.36593","0","0","-83","-56","-73"
"9","12","0","7.3588","0","0","-83","-47","-73"
"9","12","3","9.29351","0","0","-83","-44","-73"
"9","15","0","16.8068","0","0","-83","-35","-73"
"9","15","3","11.5326","0","0","-71","-42","-75"
"9","18","0","16.3573","0","0","-74","-37","-64"
"9","18","3","16.9927","0","0","-74","-36","-64"
"9","21","0","9.57864","0","0","-74","-45","-64"
"9","21","3","9.69536","0","0","-74","-45","-64"
"9","24","0","9.00729","0","0","-74","-46","-64"
"9","24","3","9.27031","0","0","-74","-46","-64"
"9","27","0","11.0454","0","0","-74","-43","-64"
"9","27","3","8.95682","0","0","-74","-46","-64"
"9","30","0","8.39149","0","0","-74","-55","-64"
"9","30","3","8.85803","0","0","-74","-46","-64"
"9","33","0","9.38023","0","0","-74","-46","-64"
"9","33","3","11.7898","0","0","-74","-60","-64"
"9","36","0","14.9415","0","0","-65","-55","-79"
"9","36","3","11.254","0","0","-74","-59","-64"
"10","0","0","7.7864","0","0","-75","-47","-64"
"10","0","3","6.80639","0","0","-75","-56","-70"
"10","0","6","5.82711","0","0","-75","-55","-70"
"10","0","9","17.1395","0","0","-67","-61","-62"
"10","0","12","10.0499","0","0","-73","-41","-73"
"10","0","15","20.1494","0","0","-67","-65","-62"
"10","0","18","20.1246","0","0","-71","-65","-59"
"10","3","0","19.7059","0","0","-72","-52","-52"
"10","3","3","23.3247","0","0","-72","-63","-52"
"10","3","6","21.3598","0","0","-72","-58","-52"
"10","3","9","27.4641","0","0","-72","-69","-52"
"10","3","12","25.0397","0","0","-72","-66","-52"
"10","3","15","19.1855","0","0","-71","-64","-59"
"10","3","18","23.2594","0","0","-71","-69","-59"
"10","6","0","6.57832","0","0","-83","-48","-73"
"10","6","3","9.43398","0","0","-83","-57","-73"
"10","9","0","6.33906","0","0","-83","-50","-73"
"10","9","3","9.05214","0","0","-83","-56","-73"
"10","12","0","6.90131","0","0","-83","-47","-73"
"10","12","3","8.5878","0","0","-83","-44","-73"
"10","15","0","15.8848","0","0","-83","-35","-73"
"10","15","3","10.7703","0","0","-71","-42","-75"
"10","18","0","15.4793","0","0","-74","-37","-64"
"10","18","3","16.105","0","0","-74","-36","-64"
"10","21","0","9.00729","0","0","-74","-45","-64"
"10","21","3","9.11043","0","0","-74","-45","-64"
"10","24","0","8.51542","0","0","-74","-46","-64"
"10","24","3","8.73883","0","0","-74","-46","-64"
"10","27","0","10.3441","0","0","-74","-43","-64"
"10","27","3","8.47325","0","0","-74","-46","-64"
"10","30","0","8.85803","0","0","-74","-55","-64"
"10","30","3","8.39149","0","0","-74","-46","-64"
"10","33","0","8.83382","0","0","-74","-46","-64"
"10","33","3","12.5698","0","0","-74","-60","-64"
"10","36","0","15.2334","0","0","-65","-55","-79"
"10","36","3","12.0093","0","0","-74","-59","-64"
"11","0","0","7.7864","0","0","-75","-47","-64"
"11","0","3","6.80639","0","0","-75","-56","-70"
"11","0","6","5.82711","0","0","-75","-55","-70"
"11","0","9","17.1395","0","0","-67","-61","-62"
"11","0","12","10.0499","0","0","-73","-41","-73"
"11","0","15","20.1494","0","0","-67","-65","-62"
"11","0","18","20.1246","0","0","-71","-65","-59"
"11","3","0","19.7059","0","0","-72","-52","-52"
"11","3","3","23.3247","0","0","-72","-63","-52"
"11","3","6","21.3598","0","0","-72","-58","-52"
"11","3","9","27.4641","0","0","-72","-69","-52"
"11","3","12","25.0397","0","0","-72","-66","-52"
"11","3","15","19.1855","0","0","-71","-64","-59"
"11","3","18","23.2594","0","0","-71","-69","-59"
"11","6","0","6.57832","0","0","-83","-48","-73"
"11","6","3","9.43398","0","0","-83","-57","-73"
"11","9","0","6.33906","0","0","-83","-50","-73"
"11","9","3","9.05214","0","0","-83","-56","-73"
"11","12","0","6.90131","0","0","-83","-47","-73"
"11","12","3","8.5878","0","0","-83","-44","-73"
"11","15","0","15.8848","0","0","-83","-35","-73"
"11","15","3","10.7703","0","0","-71","-42","-75"
"11","18","0","15.4793","0","0","-74","-37","-64"
"11","18","3","16.105","0","0","-74","-36","-64"
"11","21","0","9.00729","0","0","-74","-45","-64"
"11","21","3","9.11043","0","0","-74","-45","-64"
"11","24","0","8.51542","0","0","-74","-46","-64"
"11","24","3","8.73883","0","0","-74","-46","-64"
"11","27","0","10.3441","0","0","-74","-43","-64"
"11","27","3","8.47325","0","0","-74","-46","-64"
"11","30","0","8.85803","0","0","-74","-55","-64"
"11","30","3","8.39149","0","0","-74","-46","-64"
"11","33","0","8.83382","0","0","-74","-46","-64"
"11","33","3","12.5698","0","0","-74","-60","-64"
"11","36","0","15.2334","0","0","-65","-55","-79"
"11","36","3","12.0093","0","0","-74","-59","-64"
"12","0","0","7.7864","0","2","-75","-47","-64"
"12","0","3","6.80639","0","2","-75","-56","-70"
"12","0","6","5.82711","0","2","-75","-55","-70"
"12","0","9","17.1395","0","2","-67","-61","-62"
"12","0","12","10.0499","0","2","-73","-41","-73"
"12","0","15","20.1494","0","2","-67","-65","-62"
"12","0","18","20.1246","0","2","-71","-65","-59"
"12","3","0","19.7059","0","2","-72","-52","-52"
"12","3","3","23.3247","0","2","-72","-63","-52"
"12","3","6","21.3598","0","2","-72","-58","-52"
"12","3","9","27.4641","0","2","-72","-69","-52"
"12","3","12","25.0397","0","2","-72","-66","-52"
"12","3","15","19.1855","0","2","-71","-64","-59"
"12","3","18","23.2594","0","2","-71","-69","-59"
"12","6","0","6.57832","0","2","-83","-48","-73"
"12","6","3","9.43398","0","2","-83","-57","-73"
"12","9","0","6.33906","0","2","-83","-50","-73"
"12","9","3","9.05214","0","2","-83","-56","-73"
"12","12","0","6.90131","0","2","-83","-47","-73"
"12","12","3","8.5878","0","2","-83","-44","-73"
"12","15","0","15.8848","0","2","-83","-35","-73"
"12","15","3","10.7703","0","2","-71","-42","-75"
"12","18","0","15.4793","0","2","-74","-37","-64"
"12","18","3","16.105","0","2","-74","-36","-64"
"12","21","0","9.00729","0","2","-74","-45","-64"
"12","21","3","9.11043","0","2","-74","-45","-64"
"12","24","0","8.51542","0","2","-74","-46","-64"
"12","24","3","8.73883","0","2","-74","-46","-64"
"12","27","0","10.3441","0","2","-74","-43","-64"
"12","27","3","8.47325","0","2","-74","-46","-64"
"12","30","0","8.85803","0","2","-74","-55","-64"
"12","30","3","8.39149","0","2","-74","-46","-64"
"12","33","0","8.83382","0","2","-74","-46","-64"
"12","33","3","12.5698","0","2","-74","-60","-64"
"12","36","0","15.2334","0","2","-65","-55","-79"
"12","36","3","12.0093","0","2","-74","-59","-64"
"13","0","0","12.1776","0","2","-75","-47","-64"
"13","0","3","2.30792","0","2","-75","-56","-70"
"13","0","6","2.76065","0","2","-75","-55","-70"
"13","0","9","13.9319","0","2","-67","-61","-62"
"13","0","12","16.6132","0","2","-73","-41","-73"
"13","0","15","15.6525","0","2","-67","-65","-62"
"13","0","18","15.6205","0","2","-71","-65","-59"
"13","3","0","20.3958","0","2","-72","-52","-52"
"13","3","3","20.4216","0","2","-72","-63","-52"
"13","3","6","19.6954","0","2","-72","-58","-52"
"13","3","9","23.1216","0","2","-72","-69","-52"
"13","3","12","21.4162","0","2","-72","-66","-52"
"13","3","15","15.0027","0","2","-71","-64","-59"
"13","3","18","18","0","2","-71","-69","-59"
"13","6","0","10.8447","0","2","-83","-48","-73"
"13","6","3","6.32456","0","2","-83","-57","-73"
"13","9","0","9.75623","0","2","-83","-50","-73"
"13","9","3","6.34621","0","2","-83","-56","-73"
"13","12","0","11.6316","0","2","-83","-47","-73"
"13","12","3","14.2858","0","2","-83","-44","-73"
"13","15","0","22.4794","0","2","-83","-35","-73"
"13","15","3","16.6433","0","2","-71","-42","-75"
"13","18","0","21.8466","0","2","-74","-37","-64"
"13","18","3","22.5175","0","2","-74","-36","-64"
"13","21","0","14.0522","0","2","-74","-45","-64"
"13","21","3","14.2127","0","2","-74","-45","-64"
"13","24","0","13.2229","0","2","-74","-46","-64"
"13","24","3","13.615","0","2","-74","-46","-64"
"13","27","0","15.9374","0","2","-74","-43","-64"
"13","27","3","13.1452","0","2","-74","-46","-64"
"13","30","0","8.00822","0","2","-74","-55","-64"
"13","30","3","12.9904","0","2","-74","-46","-64"
"13","33","0","13.7733","0","2","-74","-46","-64"
"13","33","3","8.18535","0","2","-74","-60","-64"
"13","36","0","14.5736","0","2","-65","-55","-79"
"13","36","3","7.95138","0","2","-74","-59","-64"
"14","0","0","10.6418","0","2","-75","-47","-64"
"14","0","3","2.65347","0","2","-75","-56","-70"
"14","0","6","2.26829","0","2","-75","-55","-70"
"14","0","9","14.5799","0","2","-67","-61","-62"
"14","0","12","14.6969","0","2","-73","-41","-73"
"14","0","15","16.7631","0","2","-67","-65","-62"
"14","0","18","16.7332","0","2","-71","-65","-59"
"14","3","0","19.952","0","2","-72","-52","-52"
"14","3","3","21.0553","0","2","-72","-63","-52"
"14","3","6","19.9357","0","2","-72","-58","-52"
"14","3","9","24.2357","0","2","-72","-69","-52"
"14","3","12","22.2879","0","2","-72","-66","-52"
"14","3","15","15.9981","0","2","-71","-64","-59"
"14","3","18","19.3907","0","2","-71","-69","-59"
"14","6","0","9.29351","0","2","-83","-48","-73"
"14","6","3","6.63325","0","2","-83","-57","-73"
"14","9","0","8.33485","0","2","-83","-50","-73"
"14","9","3","6.49455","0","2","-83","-56","-73"
"14","12","0","10.0123","0","2","-83","-47","-73"
"14","12","3","12.5238","0","2","-83","-44","-73"
"14","15","0","20.5679","0","2","-83","-35","-73"
"14","15","3","14.8661","0","2","-71","-42","-75"
"14","18","0","19.9842","0","2","-74","-37","-64"
"14","18","3","20.6464","0","2","-74","-36","-64"
"14","21","0","12.4188","0","2","-74","-45","-64"
"14","21","3","12.5698","0","2","-74","-45","-64"
"14","24","0","11.6451","0","2","-74","-46","-64"
"14","24","3","12.0093","0","2","-74","-46","-64"
"14","27","0","14.2127","0","2","-74","-43","-64"
"14","27","3","11.5732","0","2","-74","-46","-64"
"14","30","0","7.63065","0","2","-74","-55","-64"
"14","30","3","11.4304","0","2","-74","-46","-64"
"14","33","0","12.1572","0","2","-74","-46","-64"
"14","33","3","9.11043","0","2","-74","-60","-64"
"14","36","0","14.4225","0","2","-65","-55","-79"
"14","36","3","8.73883","0","2","-74","-59","-64"
"15","0","0","12.1776","0","2","-75","-47","-64"
"15","0","3","2.30792","0","2","-75","-56","-70"
"15","0","6","2.76065","0","2","-75","-55","-70"
"15","0","9","13.9319","0","2","-67","-61","-62"
"15","0","12","16.6132","0","2","-73","-41","-73"
"15","0","15","15.6525","0","2","-67","-65","-62"
"15","0","18","15.6205","0","2","-71","-65","-59"
"15","3","0","20.3958","0","2","-72","-52","-52"
"15","3","3","20.4216","0","2","-72","-63","-52"
"15","3","6","19.6954","0","2","-72","-58","-52"
"15","3","9","23.1216","0","2","-72","-69","-52"
"15","3","12","21.4162","0","2","-72","-66","-52"
"15","3","15","15.0027","0","2","-71","-64","-59"
"15","3","18","18","0","2","-71","-69","-59"
"15","6","0","10.8447","0","2","-83","-48","-73"
"15","6","3","6.32456","0","2","-83","-57","-73"
"15","9","0","9.75623","0","2","-83","-50","-73"
"15","9","3","6.34621","0","2","-83","-56","-73"
"15","12","0","11.6316","0","2","-83","-47","-73"
"15","12","3","14.2858","0","2","-83","-44","-73"
"15","15","0","22.4794","0","2","-83","-35","-73"
"15","15","3","16.6433","0","2","-71","-42","-75"
"15","18","0","21.8466","0","2","-74","-37","-64"
"15","18","3","22.5175","0","2","-74","-36","-64"
"15","21","0","14.0522","0","2","-74","-45","-64"
"15","21","3","14.2127","0","2","-74","-45","-64"
"15","24","0","13.2229","0","2","-74","-46","-64"
"15","24","3","13.615","0","2","-74","-46","-64"
"15","27","0","15.9374","0","2","-74","-43","-64"
"15","27","3","13.1452","0","2","-74","-46","-64"
"15","30","0","8.00822","0","2","-74","-55","-64"
"15","30","3","12.9904","0","2","-74","-46","-64"
