
"id_pos","x","y","distancia","correct_x","correct_y","ap1","ap2","ap3","tempo"
"18","36","3","10.1529","0","16","-74","-59","-64","165"
"19","0","0","33.9868","3","16","-75","-47","-64","195"
"19","0","3","32.0185","3","16","-75","-56","-70","195"
"19","0","6","32.4764","3","16","-75","-55","-70","195"
"19","0","9","20.0251","3","16","-67","-61","-62","195"
"19","0","12","41.6053","3","16","-73","-41","-73","195"
"19","0","15","18.3848","3","16","-67","-65","-62","195"
"19","0","18","19.8746","3","16","-71","-65","-59","195"
"19","3","0","25.8722","3","16","-72","-52","-52","195"
"19","3","3","19.5751","3","16","-72","-63","-52","195"
"19","3","6","21.5175","3","16","-72","-58","-52","195"
"19","3","9","18.1289","3","16","-72","-69","-52","195"
"19","3","12","18.6557","3","16","-72","-66","-52","195"
"19","3","15","20.2364","3","16","-71","-64","-59","195"
"19","3","18","19.2614","3","16","-71","-69","-59","195"
"19","6","0","42.9611","3","16","-83","-48","-73","195"
"19","6","3","39.2301","3","16","-83","-57","-73","195"
"19","9","0","42.2768","3","16","-83","-50","-73","195"
"19","9","3","39.4068","3","16","-83","-56","-73","195"
"19","12","0","43.4523","3","16","-83","-47","-73","195"
"19","12","3","45.1235","3","16","-83","-44","-73","195"
"19","15","0","50.6476","3","16","-83","-35","-73","195"
"19","15","3","41.2068","3","16","-71","-42","-75","195"
"19","18","0","41.4325","3","16","-74","-37","-64","195"
"19","18","3","42.0118","3","16","-74","-36","-64","195"
"19","21","0","34.8068","3","16","-74","-45","-64","195"
"19","21","3","34.9428","3","16","-74","-45","-64","195"
"19","24","0","34.1012","3","16","-74","-46","-64","195"
"19","24","3","34.4354","3","16","-74","-46","-64","195"
"19","27","0","36.4006","3","16","-74","-43","-64","195"
"19","27","3","34.0348","3","16","-74","-46","-64","195"
"19","30","0","28.9052","3","16","-74","-55","-64","195"
"19","30","3","33.9023","3","16","-74","-46","-64","195"
"19","33","0","34.57","3","16","-74","-46","-64","195"
"19","33","3","26.3818","3","16","-74","-60","-64","195"
"19","36","0","34.4944","3","16","-65","-55","-79","195"
"19","36","3","26.6608","3","16","-74","-59","-64","195"
"20","0","0","36.7859","3","16","-75","-47","-64","197"
"20","0","3","33.908","3","16","-75","-56","-70","197"
"20","0","6","34.4625","3","16","-75","-55","-70","197"
"20","0","9","22.1822","3","16","-67","-61","-62","197"
"20","0","12","44.486","3","16","-73","-41","-73","197"
"20","0","15","19.8494","3","16","-67","-65","-62","197"
"20","0","18","21.2368","3","16","-71","-65","-59","197"
"20","3","0","28.8648","3","16","-72","-52","-52","197"
"20","3","3","21.4152","3","16","-72","-63","-52","197"
"20","3","6","23.9155","3","16","-72","-58","-52","197"
"20","3","9","18.7385","3","16","-72","-69","-52","197"
"20","3","12","19.9961","3","16","-72","-66","-52","197"
"20","3","15","21.8127","3","16","-71","-64","-59","197"
"20","3","18","19.8746","3","16","-71","-69","-59","197"
"20","6","0","45.1235","3","16","-83","-48","-73","197"
"20","6","3","40.7308","3","16","-83","-57","-73","197"
"20","9","0","44.3481","3","16","-83","-50","-73","197"
"20","9","3","40.9522","3","16","-83","-56","-73","197"
"20","12","0","45.6749","3","16","-83","-47","-73","197"
"20","12","3","47.5248","3","16","-83","-44","-73","197"
"20","15","0","53.458","3","16","-83","-35","-73","197"
"20","15","3","44.0227","3","16","-71","-42","-75","197"
"20","18","0","44.7266","3","16","-74","-37","-64","197"
"20","18","3","45.3268","3","16","-74","-36","-64","197"
"20","21","0","37.7622","3","16","-74","-45","-64","197"
"20","21","3","37.9078","3","16","-74","-45","-64","197"
"20","24","0","37.005","3","16","-74","-46","-64","197"
"20","24","3","37.3642","3","16","-74","-46","-64","197"
"20","27","0","39.4588","3","16","-74","-43","-64","197"
"20","27","3","36.9335","3","16","-74","-46","-64","197"
"20","30","0","31.2302","3","16","-74","-55","-64","197"
"20","30","3","36.7908","3","16","-74","-46","-64","197"
"20","33","0","37.5086","3","16","-74","-46","-64","197"
"20","33","3","28.1425","3","16","-74","-60","-64","197"
"20","36","0","36.4229","3","16","-65","-55","-79","197"
"20","36","3","28.5046","3","16","-74","-59","-64","197"
"21","0","0","37.5196","3","16","-75","-47","-64","204"
"21","0","3","34.4369","3","16","-75","-56","-70","204"
"21","0","6","35.0129","3","16","-75","-55","-70","204"
"21","0","9","22.7994","3","16","-67","-61","-62","204"
"21","0","12","45.2327","3","16","-73","-41","-73","204"
"21","0","15","20.3224","3","16","-67","-65","-62","204"
"21","0","18","21.6795","3","16","-71","-65","-59","204"
"21","3","0","29.6502","3","16","-72","-52","-52","204"
"21","3","3","21.9652","3","16","-72","-63","-52","204"
"21","3","6","24.5803","3","16","-72","-58","-52","204"
"21","3","9","19.0197","3","16","-72","-69","-52","204"
"21","3","12","20.4401","3","16","-72","-66","-52","204"
"21","3","15","22.3017","3","16","-71","-64","-59","204"
"21","3","18","20.1494","3","16","-71","-69","-59","204"
"21","6","0","45.7028","3","16","-83","-48","-73","204"
"21","6","3","41.1582","3","16","-83","-57","-73","204"
